index,erabuilt,numstories,roofshape,fpAreas,occupancy2,fparea,repaircost,constype,occupancy,Lat,Lon
883,1971,1,Flat,2966,Residential,2442.0,378461.318,RM1,RES1,37.87648577777778,-122.45159332222222
884,1971,2,Flat,2512,Residential,2808.0,413357.134,RM1,RES1,37.876469986956515,-122.45195467391304
885,1971,2,Gable,1762,Other,2130.0,354036.902,RM1,RES1,37.87682058888889,-122.45212236666667
886,1971,1,Flat,6053,Residential,5678.0,725855.533,RM1,RES1,37.87710104117647,-122.45193891764703
887,1975,2,Gable,2256,Residential,2913.0,448198.536,RM1,RES1,37.876982500000004,-122.44968886
888,1975,1,Gable,2479,Other,1816.0,341222.692,RM1,RES1,37.876825872727274,-122.44985436363636
889,1975,1,Gable,3442,Other,3669.0,628300.354,W1,RES3A,37.87659565454545,-122.44994926363634
890,1975,1,Flat,3143,Residential,2684.75,486173.273,W1,RES3A,37.876419052941166,-122.45007350000003
891,1975,1,Gable,3901,Residential,3094.0,468782.189,RM1,RES1,37.87617782413793,-122.4502174551724
892,1975,1,Gable,2153,Residential,2355.0,396633.466,RM1,RES1,37.87586795555555,-122.4503126111111
893,1975,2,Flat,2721,Residential,2701.0,429332.829,W1,RES1,37.875647036363645,-122.45026874545455
894,1975,2,Flat,1686,Residential,2920.0,448888.049,W1,RES1,37.875253611111106,-122.45038413333334
895,1975,1,Flat,1664,Residential,2619.0,422966.361,RM1,RES1,37.87506112857143,-122.45058698571428
896,1975,1,Flat,2450,Residential,1674.0,322411.966,W1,RES1,37.87504631818181,-122.4508829
897,1975,2,Hip,2275,Residential,3134.0,469070.796,RM1,RES1,37.87519294444444,-122.45098372222222
898,1975,2,Hip,1791,Residential,1852.0,335065.914,W1,RES1,37.87555507142857,-122.45116080000001
899,1975,1,Flat,2180,Residential,1503.0,301779.141,W1,RES1,37.87587356470588,-122.45134026470589
900,1975,2,Gable,2052,Residential,2352.0,398618.931,W1,RES1,37.876148199999996,-122.45145200909093
901,NA,NA,Gable,583,Residential,,,,,37.87619562,-122.45127443999999
902,1975,2,Flat,3299,Residential,2728.0,431430.179,RM1,RES1,37.8766525962963,-122.45042301851852
903,1975,2,Gable,2322,Residential,3768.0,536061.435,W1,RES1,37.87655757368421,-122.45068702631579
904,1975,1,Gable,2481,Residential,2383.0,398999.979,W1,RES1,37.876378131578946,-122.45095771578949
905,1975,2,Gable,2456,Residential,3491.0,507129.688,W1,RES1,37.87617047333333,-122.45085215333334
906,1975,1,Flat,3275,Residential,1834.0,343353.119,W1,RES1,37.87601203076923,-122.45071658461539
907,1975,2,Hip,2194,Residential,2771.0,434680.728,RM1,RES1,37.87579948,-122.45054780000001
908,1975,1,Flat,4873,Residential,2897.0,449754.024,RM1,RES1,37.875447936363635,-122.45071255454546
909,1975,2,Gable,1634,Other,3111.0,466984.909,RM1,RES1,37.87567229230769,-122.45094601538463
910,1975,2,Gable,1990,Residential,2055.0,368119.498,RM1,RES1,37.8758711909091,-122.45104940909091
911,1975,1,Gable,1690,Other,1543.0,306132.949,W1,RES1,37.87512442307691,-122.4514031846154
912,1975,3,Flat,2991,Residential,2557.0,440066.27,RM1,RES1,37.875280163999996,-122.45151098000002
913,NA,NA,Gable,728,Residential,,,,,37.875483419999995,-122.45151075999999
914,1975,2,Gable,2130,Residential,924.261052,209868.116,RM1,COM1,37.87547225555556,-122.45165321111111
915,1975,1,Gable,589,Residential,494.0,120950.643,W1,RES1,37.87507906,-122.45177068000001
916,NA,NA,Gable,898,Other,,,,,37.87490998,-122.45363247999998
917,1975,2,Gable,2251,Residential,4183.0,701677.535,W1,RES3A,37.875300704761905,-122.45356002857145
918,1975,2,Gable,1854,Residential,4295.0,584798.777,RM1,RES1,37.8751734,-122.45323644736841
919,1975,2,Flat,2211,Residential,3023.0,458818.931,RM1,RES1,37.87506703636364,-122.4530069
920,1975,2,Hip,2530,Residential,4799.74,790339.361,W1,RES3A,37.87517591428571,-122.45276667142856
921,1975,1,Hip,2980,Other,3713.0,524153.905,W1,RES1,37.87524413846153,-122.45241562307693
922,1975,1,Gable,2225,Residential,2539.5,465269.564,W1,RES3A,37.87540837142858,-122.45227247142859
923,1975,1,Flat,4664,Other,4675.0,484312.702,W1,RES1,37.87611602391305,-122.4521024847826
924,NA,NA,Hip,812,Other,,,,,37.87628492222222,-122.45234767777778
925,1975,2,Gable,839,Residential,1294.73,299790.259,W1,RES3A,37.876118919999996,-122.45265552000001
926,1975,1,Gable,2867,Residential,1624.32,345410.863,RM1,RES3A,37.875819908695654,-122.45250086086955
927,NA,NA,Gable,656,Residential,,,,,37.87555637142857,-122.45309652857142
928,1975,2,Hip,1129,Residential,1824.0,330000.122,RM1,RES1,37.87545514210527,-122.45295753157895
929,1975,2,Gable,4049,Residential,5111.0,649378.649,RM1,RES1,37.87574535333333,-122.45282570666669
930,1975,1,Flat,2341,Residential,1758.0,333790.886,W1,RES1,37.87628156666667,-122.45312446666668
931,1975,2,Gable,1717,Residential,1872.0,338684.336,RM1,RES1,37.87643484,-122.45324358
932,1975,2,Flat,2244,Other,2615.0,422362.859,W1,RES1,37.876580177777775,-122.45337402222223
933,1975,1,Flat,3004,Residential,2268.75,424655.838,W1,RES3A,37.876777211764704,-122.45343981176471
934,1975,2,Gable,1860,Residential,3599.5,618353.316,W1,RES3A,37.876528666666665,-122.45270447777777
935,1975,1,Gable,2553,Residential,2539.0,414997.599,W1,RES1,37.87667807333333,-122.45289171333336
936,NA,NA,Gable,443,Residential,,,,,37.87660464,-122.45299092
937,1975,2,Gable,3836,Residential,4350.0,589371.538,W1,RES1,37.87679885882353,-122.45310902941176
938,1975,2,Flat,2471,Other,3144.0,469971.448,RM1,RES1,37.87696733913044,-122.45358395652173
939,1975,2,Flat,1142,Residential,3931.0,665119.96,C1,RES3A,37.877170039999996,-122.45361502
940,NA,NA,Flat,661,Residential,,,,,37.87724762,-122.45358758
941,1969,2,Gable,2818,Residential,4229.0,548454.889,RM1,RES1,37.89434624666667,-122.49591640666668
942,1969,2,Gable,2574,Other,3134.0,444743.828,W1,RES1,37.89427191333333,-122.49545800000001
943,1969,2,Gable,1631,Other,2433.0,382654.425,W1,RES1,37.89419023999999,-122.49521289333332
944,1969,2,Gable,2215,Residential,2588.0,396167.851,W1,RES1,37.8940667357143,-122.49494697142856
945,1969,2,Flat,1709,Other,2843.0,416892.382,W1,RES1,37.89396393333333,-122.49465848888889
946,1969,2,Flat,1508,Other,2033.0,387544.461,W1,RES3B,37.89389297142857,-122.4944788
947,1969,1,Flat,1666,Residential,1353.37,259776.475,W1,COM4,37.89384552,-122.49427674
948,1969,2,Flat,960,Other,1350.0,270203.526,RM1,RES1,37.89382926,-122.49413586
949,NA,NA,Hip,963,Other,,,,,37.893920019999996,-122.49403220000002
950,1969,1,Gable,2463,Residential,1148.0,243043.322,RM1,RES1,37.89390524444444,-122.49379663703704
951,1969,2,Gable,1908,Residential,1227.0,288872.416,W1,RES3A,37.89389340769231,-122.49360384615383
952,1969,2,Flat,2377,Residential,2615.0,398388.712,W1,RES1,37.89398528888889,-122.49340629999999
953,1969,3,Gable,1967,Other,3181.0,480326.918,RM1,RES1,37.8940143,-122.49323483636364
954,1969,2,Hip,1885,Residential,568.567764,91718.4255,RM1,COM4,37.894061647368424,-122.49311464736842
955,1969,2,Gable,3745,Residential,3776.0,508236.936,W1,RES1,37.89412977,-122.49279512333332
956,1969,1,Gable,1050,Residential,1113.25,151505.944,RM1,COM4,37.89431115714285,-122.49246118571429
957,1969,1,Gable,938,Other,2344.0,369583.67,W1,RES1,37.894499100000004,-122.49256060909092
958,NA,NA,Gable,845,Other,,,,,37.894400366666666,-122.49241166666667
959,1969,2,Gable,1975,Residential,3442.0,475736.266,RM1,RES1,37.89457712105263,-122.4924543
960,1969,2,Gable,1614,Residential,1215.63893,194152.563,C1,IND2,37.89472618571428,-122.49244288571428
961,1969,1,Gable,1684,Residential,1872.0,322135.449,RM1,RES1,37.89486591538462,-122.49231339230768
962,NA,NA,Gable,498,Residential,,,,,37.89520524000001,-122.49211593999999
963,1969,1,Flat,15656,Other,14771.0,2995490.46,C1,REL1,37.89446305909092,-122.49352419545454
964,1960,1,Gable,14637,Residential,1301.0,259240.388,RM1,RES1,37.8960917074074,-122.49677981851849
965,1960,1,Gable,2363,Residential,1505.0,280030.955,W1,RES1,37.89570456,-122.49658102000001
966,NA,NA,Gable,1098,Other,,,,,37.895765700000005,-122.49643857272727
967,1960,1,Gable,5728,Residential,1235.0,252270.397,W1,RES1,37.8956681,-122.49625768000001
968,1960,1,Gable,14453,Other,1036.0,230016.655,RM1,RES1,37.89544387407407,-122.49566128148152
969,1960,1,Gable,14550,Other,1036.0,230016.655,W1,RES1,37.89617997407407,-122.49622285925923
970,1960,1,Gable,10246,Residential,993.0,224665.16,RM1,RES1,37.8966031,-122.4960071923077
971,1960,1,Gable,5885,Residential,672.0,182237.445,RM1,RES1,37.89609739411764,-122.49554202352944
972,1960,1,Gable,6765,Residential,1505.0,280030.955,W1,RES1,37.89567172941176,-122.49531114705881
973,1960,2,Gable,2816,Residential,3533.0,484830.803,RM1,RES1,37.89651953333334,-122.49538603333333
974,1960,1,Gable,3629,Residential,3710.0,490300.162,RM1,RES1,37.896256066666666,-122.49511329333332
975,1960,1,Hip,3792,Other,3200.0,447211.008,W1,RES1,37.896271690000006,-122.49474045000004
976,1960,2,Gable,1682,Residential,2690.0,404350.578,W1,RES1,37.89640692,-122.49438862
977,1960,2,Gable,4813,Residential,1303.88383,170500.42,S1,COM4,37.89643436923077,-122.49381161538462
978,1960,1,Gable,2856,Residential,2578.0,390992.326,RM1,RES1,37.89588540666667,-122.49490050666665
979,1960,2,Flat,4471,Residential,3922.0,521684.597,RM1,RES1,37.89557271818182,-122.49468145454547
980,1960,2,Hip,3990,Residential,1674.13443,261675.77,C1,IND6,37.89573977058825,-122.49430834117648
981,1960,2,Gable,2086,Residential,3181.0,448984.018,W1,RES1,37.89584600869564,-122.49397168695653
982,NA,NA,Hip,529,Residential,,,,,37.895999440000004,-122.49409146
983,1960,1,Hip,4161,Other,3438.0,468283.6,RM1,RES1,37.89604486521739,-122.49357643043477
984,1960,1,Hip,4418,Residential,2981.0,427213.899,RM1,RES1,37.89622352727273,-122.49327854545454
985,1960,1,Gable,3553,Residential,2718.0,402950.021,RM1,RES1,37.89648774117648,-122.49320436470589
986,1960,1,Gable,4156,Residential,4227.0,540364.8,RM1,RES1,37.895615761904764,-122.49335705714286
987,NA,NA,Hip,2603,Residential,,,,,37.896039200000004,-122.49247505714285
988,1960,2,Gable,2731,Residential,2921.0,424627.702,RM1,RES1,37.89627859090909,-122.4925521
989,1960,1,Gable,2551,Residential,2008.0,336706.381,RM1,RES1,37.89651741538461,-122.4927417923077
990,1964,1,Flat,2250,Residential,1675.0,322550.127,RM1,RES1,37.89538943333333,-122.48676183333335
991,1964,1,Flat,2255,Residential,1681.0,323377.727,RM1,RES1,37.895611914285716,-122.48700995714286
992,1964,1,Gable,1900,Residential,1841.0,344174.983,W1,RES1,37.89578751818182,-122.48659747272728
993,1964,1,Flat,3430,Residential,2416.0,402136.991,RM1,RES1,37.89596250909091,-122.48672575454545
994,1964,1,Flat,2055,Residential,2558.0,416918.431,W1,RES1,37.895806557142855,-122.48711248571429
995,1964,1,Gable,3286,Residential,2225.0,384922.886,W1,RES1,37.895964536363635,-122.48725232727271
996,1964,1,Flat,3104,Other,2066.0,368982.048,RM1,RES1,37.89617230909091,-122.48679569090909
997,1964,1,Gable,1751,Residential,1265.0,276556.89,RM1,RES1,37.896285581818184,-122.48734245454544
998,1964,1,Flat,3859,Residential,2587.0,419816.297,RM1,RES1,37.89641735714286,-122.48692045714286
999,1964,3,Hip,1561,Other,3054.0,492713.948,RM1,RES1,37.896503182352944,-122.48739623529411
1000,1969,2,Gable,2120,Residential,2746.0,408603.416,RM1,RES1,37.895522290909085,-122.49176150909092
1001,1969,2,Gable,994,Residential,1480.5,327035.685,W1,RES3A,37.895268093333335,-122.49200972000001
1002,1969,1,Gable,3569,Other,3651.0,485711.711,W1,RES1,37.89562704615385,-122.49146116923079
1003,1969,2,Flat,2258,Residential,2977.0,430059.322,RM1,RES1,37.89568140952381,-122.49113695714286
1004,1960,1,Hip,2540,Other,2167.0,353102.831,RM1,RES1,37.896557009090905,-122.49140868181817
1005,1969,1,Hip,6029,Other,3764.22,641805.968,W1,RES3A,37.90415191818181,-122.47538534999998
1006,1975,1,Flat,3135,Other,3259.0,484107.849,W1,RES1,37.90159061538462,-122.47299667692309
1007,1975,1,Gable,3967,Residential,3108.0,470078.44,RM1,RES1,37.90157384545454,-122.47234276818178
1008,1975,1,Flat,4090,Other,2761.0,436342.499,RM1,RES1,37.901741379166666,-122.4716548458333
1009,1975,1,Gable,3618,Residential,2052.0,367493.175,W1,RES1,37.90116057333333,-122.47189921333332
1010,1975,1,Gable,3861,Residential,3565.0,511835.192,RM1,RES1,37.90102536086956,-122.47215263913044
1011,1975,2,Gable,3676,Residential,4826.0,626206.006,W1,RES1,37.90096170909091,-122.47168866363636
1012,1975,2,Gable,3294,Residential,3453.0,503031.034,W1,RES1,37.90108171538462,-122.47131623846153
1013,1975,2,Hip,2286,Other,4198.0,576554.393,RM1,RES1,37.901239984,-122.47088169600003
1014,1975,2,Gable,2917,Residential,3572.0,515761.868,W1,RES1,37.901333442857144,-122.4705543857143
1015,1975,2,Hip,2365,Residential,3472.0,505084.272,RM1,RES1,37.901417206666665,-122.47137423999999
1016,1975,1,Gable,3534,Residential,3029.0,462666.527,RM1,RES1,37.901543942105256,-122.4701840789474
1017,1975,1,Gable,3087,Residential,2574.0,418522.324,W1,RES1,37.90113216666666,-122.47012825555557
1018,1975,1,Gable,2691,Residential,2249.0,387174.411,W1,RES1,37.9009928,-122.47039106666665
1019,1975,2,Gable,2486,Residential,3621.0,520914.794,RM1,RES1,37.900844975,-122.47089764374999
1020,1975,2,Hip,2784,Residential,4331.0,587800.193,W1,RES1,37.90117452500001,-122.47283593333333
1021,1975,2,Flat,2983,Other,4480.0,599886.766,W1,RES1,37.90121938181818,-122.47322665909091
1022,1971,2,Flat,3052,Residential,3510.0,482549.127,W1,RES1,37.88396816,-122.45718619333334
1023,1971,2,Hip,3423,Residential,4596.0,577777.381,W1,RES1,37.884401922222224,-122.45715807777778
1024,1971,1,Hip,3918,Residential,2877.0,417171.672,W1,RES1,37.88491185714286,-122.4570010857143
1025,1971,1,Gable,2893,Residential,2468.0,380926.666,RM1,RES1,37.88525864444444,-122.45749392222223
1026,1971,1,Hip,4572,Other,2718.0,402950.021,RM1,RES1,37.88570497777778,-122.45740483333333
1027,1971,2,Flat,3768,,4138.0,540732.666,W1,RES1,37.88583780555555,-122.45651624999999
1028,1971,2,Gable,5172,Residential,6752.0,790003.445,RM1,RES1,37.886021242105265,-122.45684623684211
1029,1971,1,Hip,3695,Residential,3356.0,461213.847,W1,RES1,37.88603165384616,-122.45746703076924
1030,1971,2,Flat,6329,Residential,7487.0,876000.562,RM1,RES1,37.88646954666665,-122.45700490000003
1031,1971,1,Flat,7903,Residential,6373.0,814701.887,RM1,RES1,37.886547647826085,-122.45661808695651
1032,1971,2,Hip,4152,Residential,5023.0,611254.497,W1,RES1,37.88652348461538,-122.45619990000003
1033,1971,1,Gable,4797,Residential,4202.0,537168.888,RM1,RES1,37.88703569666667,-122.45607530333332
1034,1971,1,Hip,4879,Residential,857.548763,111650.509,RM1,REL1,37.887130033333335,-122.45649163333334
1035,1971,2,Flat,2779,Residential,4223.0,547951.256,W1,RES1,37.887356319999995,-122.45640344666667
1036,1971,2,Flat,2468,Residential,3783.0,508892.228,W1,RES1,37.887592440000006,-122.45644686666668
1037,1971,2,Flat,4232,Residential,4033.0,531599.454,W1,RES1,37.88749228421052,-122.45591214210529
1038,1971,1,Flat,3518,Residential,4802.0,613870.776,W1,RES1,37.88788031052633,-122.45650479473684
1039,1971,2,Hip,4465,Residential,4105.0,537887.969,W1,RES1,37.887664273333336,-122.45710333333334
1040,1971,2,Hip,3237,Other,3668.0,497992.164,W1,RES1,37.887758421052624,-122.45755802105262
1041,1971,2,Flat,3999,Residential,4078.0,535542.938,RM1,RES1,37.88760617058824,-122.45791870588236
1042,1971,2,Flat,5642,Other,4977.0,607516.905,W1,RES1,37.88779493333333,-122.45852563333334
1043,NA,NA,Flat,731,Residential,,,,,37.88781948,-122.4591079
1044,1971,2,Hip,3494,Residential,4245.0,549794.095,W1,RES1,37.88769294848485,-122.45893988787878
1045,1971,1,Hip,2510,Other,2039.0,340021.389,RM1,RES1,37.8869043,-122.4579596181818
1046,1971,1,Flat,4443,Residential,1529.25736,209249.862,W1,COM4,37.88751442307692,-122.45758833076924
1047,1971,2,Flat,4533,Other,5449.0,644234.099,RM1,RES1,37.887159399999994,-122.45774571578949
1048,1971,2,Flat,3494,Other,4239.0,549292.543,W1,RES1,37.886977433333335,-122.45742638571429
1049,1971,1,Hip,3929,Residential,2118.0,348210.418,W1,RES1,37.88711575,-122.45705817500001
1050,1971,1,Gable,2888,Residential,3168.0,444386.298,W1,RES1,37.886939236363645,-122.45863356363635
1051,1971,1,Hip,4947,Residential,3613.0,482701.53,RM1,RES1,37.88671223548387,-122.4589785903226
1052,1971,2,Gable,4131,Other,4529.0,572641.984,RM1,RES1,37.88607182399999,-122.45914549999998
1053,1971,2,Gable,3053,Residential,4084.0,536065.421,W1,RES1,37.886287100000004,-122.4588684
1054,1971,2,Gable,3057,Residential,3978.0,526720.055,W1,RES1,37.88609786190476,-122.45860608095238
1055,1971,2,Hip,2868,Residential,2994.0,431688.04,RM1,RES1,37.88659455555556,-122.45845477777779
1056,1971,1,Gable,3948,Other,3556.0,478105.596,RM1,RES1,37.88611154583332,-122.45800849583328
1057,1971,2,Hip,4912,Other,6285.0,735363.1,W1,RES1,37.885848709615395,-122.45817145576918
1058,NA,NA,Hip,591,Residential,,,,,37.88567108,-122.45833008
1059,1971,2,Gable,3494,Residential,4067.0,534583.027,W1,RES1,37.885362253846154,-122.45901132307692
1060,1971,1,Flat,4427,Residential,3789.0,496281.621,RM1,RES1,37.88545306666666,-122.45854937333334
1061,1971,1,Hip,5989,Residential,4414.0,564270.222,W1,RES1,37.885363735999995,-122.45810251999995
1062,1971,1,Flat,5079,Residential,4770.0,609780.009,W1,RES1,37.88499681515152,-122.45801276666666
1063,1971,2,Flat,4163,Residential,5361.0,637663.087,W1,RES1,37.88477135384616,-122.45839495000001
1064,1971,1,Gable,4133,Residential,2617.0,394419.414,W1,RES1,37.88491278235294,-122.45875305294118
1065,1971,2,Hip,2822,Residential,4433.0,565114.279,W1,RES1,37.88460950263158,-122.45883236052633
1066,1971,1,Hip,3943,Residential,3493.0,472913.264,W1,RES1,37.88445833076923,-122.45839616153846
1067,1971,1,Gable,7085,Residential,5360.0,685203.532,W1,RES1,37.884710084848486,-122.45785156969698
1068,NA,NA,Hip,288,Other,,,,,37.883862,-122.45907405999999
1069,1971,2,Gable,4428,Residential,4927.0,603415.304,RM1,RES1,37.88376007272728,-122.45892205454547
1070,1971,2,Hip,3329,Other,4489.0,569529.708,RM1,RES1,37.88372958888889,-122.45811043333333
1071,1971,1,Gable,4774,Residential,4915.0,628316.299,RM1,RES1,37.884003635714286,-122.45827772857145
1072,1971,2,Hip,4194,Residential,5853.0,684817.856,RM1,RES1,37.88412853103448,-122.45786134482759
1073,1971,2,Flat,3695,Other,3148.0,446014.371,RM1,RES1,37.887908130769226,-122.4555579
1074,1971,2,Flat,4775,Residential,5619.0,657439.182,RM1,RES1,37.888283165853665,-122.45667434390246
1075,1971,2,Flat,4244,Other,4325.0,556406.925,RM1,RES1,37.88821110370371,-122.45704732592591
1076,1971,3,Flat,4074,Residential,5740.0,809180.542,RM1,RES1,37.88818833076923,-122.4574308923077
1077,NA,NA,Hip,1063,Other,,,,,37.888706,-122.45665288000001
1078,1971,2,Hip,4192,,5856.0,685168.865,W1,RES1,37.888850213043476,-122.45658597391306
1079,1971,2,Hip,4928,,5784.0,676744.657,W1,RES1,37.889412420000006,-122.45682215600002
1080,1971,2,Hip,3658,Residential,3601.0,491509.587,RM1,RES1,37.88811527058823,-122.45835105882352
1081,1971,2,Flat,3102,Residential,4152.0,541932.379,RM1,RES1,37.88838686666667,-122.45847636666666
1082,1971,2,Hip,2549,,3751.0,505887.941,RM1,RES1,37.88817192258064,-122.45910901290324
1083,1971,2,Hip,5206,Residential,7598.0,888987.882,RM1,RES1,37.88861487368421,-122.45905412631582
1084,NA,NA,Hip,1234,Residential,,,,,37.88881361999999,-122.45907303999999
1085,1971,2,Flat,2531,Other,3097.0,441355.3,W1,RES1,37.88836741428571,-122.45789179285715
1086,1971,2,Flat,2714,Residential,3708.0,501815.992,W1,RES1,37.88859894545454,-122.45821050909089
1087,1971,2,Gable,1616,Other,3250.0,455959.14,W1,RES1,37.88898299600001,-122.45877285199997
1088,1971,2,Hip,2376,Other,2550.0,392975.298,RM1,RES1,37.8891815631579,-122.4589758263158
1089,1971,2,Gable,2930,Residential,3723.0,503240.989,RM1,RES1,37.88936504,-122.45909793333334
1090,1973,1,Gable,6629,Residential,6529.5,1347641.08,C1,COM4,37.879238364705884,-122.45864142941181
1091,1973,1,Hip,5049,Residential,4297.0,956109.471,W1,COM4,37.879348577777776,-122.4581457
1092,1973,1,Flat,5489,Residential,5349.0,1141893.68,RM1,COM4,37.87938698571429,-122.45780861428571
1093,1973,1,Hip,6499,Residential,2100.0,372540.42,RM1,RES1,37.882196528,-122.45837379199996
1094,1973,1,Flat,5800,Residential,1941.0,355510.179,RM1,RES1,37.88241173529411,-122.45788956176472
1095,1973,1,Flat,7330,Other,2558.0,416918.431,RM1,RES1,37.88272308235294,-122.45719869411765
1096,1971,2,Hip,3783,Residential,5482.0,646665.785,W1,RES1,37.88265227142857,-122.45855652857142
1097,1971,1,Gable,3248,Residential,2354.0,370459.079,RM1,RES1,37.88293791538461,-122.45806731538461
1098,1971,2,Gable,4373,Other,5366.0,638039.812,RM1,RES1,37.88328537142857,-122.4577356
1099,1971,2,Gable,4696,Other,4485.0,569216.573,RM1,RES1,37.88339298571428,-122.45841071428573
1100,1971,2,Flat,4194,Other,3017.0,433876.65,RM1,RES1,37.883398265,-122.45889568
1101,NA,NA,Hip,792,Other,,,,,37.88111026,-122.45431158
1102,1971,1,Hip,3342,Residential,2626.0,395199.75,RM1,RES1,37.881066288235296,-122.45445387058825
1103,1971,1,Hip,4201,Residential,3374.0,462782.905,W1,RES1,37.88097064347826,-122.45398678260871
1104,1971,1,Flat,4382,Residential,3144.0,442245.925,W1,RES1,37.880504294999994,-122.45420132999998
1105,1971,1,Gable,3048,Residential,2889.0,418348.331,RM1,RES1,37.880135511764706,-122.45401561176472
1106,1971,1,Gable,6547,Other,4127.0,527581.152,W1,RES1,37.8798757032258,-122.4536097354839
1107,1971,1,Flat,3487,Residential,2861.0,415595.513,RM1,RES1,37.87923061176471,-122.45385982941174
1108,1971,2,Gable,3865,Residential,4422.0,564238.978,W1,RES1,37.87961453999999,-122.45414549600004
1109,1971,1,Gable,2986,Residential,2710.0,402292.464,W1,RES1,37.87988348666667,-122.45453520666666
1110,1971,1,Flat,2989,Other,2703.0,401714.543,RM1,RES1,37.88018737272728,-122.45466802727275
1111,1971,1,Flat,2740,Residential,2472.0,381303.025,W1,RES1,37.880357153846155,-122.4548898923077
1112,1971,1,Gable,2348,Residential,2127.0,349119.75,W1,RES1,37.880681485714284,-122.45507122857143
1113,1971,2,Hip,3453,Residential,4164.0,542957.324,W1,RES1,37.879316700000004,-122.45453212000002
1114,1971,1,Hip,3247,Residential,3196.0,446859.739,W1,RES1,37.8795523875,-122.4549008
1115,1971,2,Gable,2142,Other,3022.0,434350.159,RM1,RES1,37.87987470909091,-122.45516138181819
1116,1971,1,Gable,2873,Residential,2284.0,364206.088,W1,RES1,37.87991764117647,-122.4556029588235
1117,NA,NA,Hip,528,Residential,,,,,37.87998601428571,-122.45577284285716
1118,1971,2,Gable,2721,Residential,3523.0,483840.178,W1,RES1,37.88014062999999,-122.45579165999997
1119,NA,NA,Hip,743,Other,,,,,37.87902828,-122.45367266000001
1120,NA,NA,Hip,287,Other,,,,,37.879118514285715,-122.45401395714285
1121,1971,1,Hip,2225,Residential,1860.0,320795.896,RM1,RES1,37.87895528571429,-122.45435410000002
1122,1971,1,Gable,2623,Other,2014.0,337352.464,W1,RES1,37.87862534285714,-122.45412142857143
1123,1971,1,Gable,4026,Residential,3656.0,486104.585,W1,RES1,37.878324925,-122.45387051500002
1124,1973,1,Gable,22985,Other,3011.47826,904562.853,RM1,COM5,37.87609473636364,-122.4589979090909
1125,1973,2,Flat,1837,Other,1108.935,273956.358,W1,COM4,37.87576154,-122.45765612
1126,NA,NA,Gable,3335,Other,,,,,37.87493189999999,-122.45783916
1127,1971,2,Gable,2722,Other,3484.0,479956.04,RM1,RES1,37.88367156666666,-122.45748482222221
1128,1973,1,Flat,6529,Other,2331.0,394561.085,W1,RES1,37.87508803243243,-122.45643082432431
1129,1973,1,Flat,6502,Residential,2331.0,394561.085,W1,RES1,37.875356643589726,-122.45680207435896
1130,1973,1,Flat,6666,Residential,2696.0,430341.619,W1,RES1,37.87568198536586,-122.45652622926829
1131,1973,1,Flat,7870,Residential,6952.5,1625525.51,S1,COM8,37.876877063414646,-122.4589722609756
1132,NA,NA,Flat,893,Residential,,,,,37.87664882,-122.45884012000002
1133,1973,1,Gable,3592,Residential,730.0,178732.732,RM1,RES1,37.876669956756764,-122.45844365405407
1134,1973,2,Flat,4931,Residential,8309.5,1288190.45,W1,RES3C,37.8785959,-122.45724688
1135,NA,NA,Gable,2091,Other,,,,,37.878671238461536,-122.45611320769233
1136,1973,1,Hip,3174,Residential,3220.5,562781.695,S1,RES3A,37.87784377333333,-122.45694797333334
1137,1973,2,Gable,1180,Residential,1405.0,254194.173,RM1,RES1,37.87761465294119,-122.45696842352942
1138,1973,1,Gable,2013,Residential,2108.0,373365.853,RM1,RES1,37.87740684,-122.45719627999999
1139,1973,2,Hip,1987,Residential,2002.0,362073.949,RM1,RES1,37.877293353846156,-122.45734752307695
1140,1973,2,Hip,1787,Residential,3384.0,587030.489,W1,RES3A,37.876939580000005,-122.45757880000001
1141,NA,NA,Gable,3150,Other,,,,,37.87672731538461,-122.45704854615384
1142,1973,1,Flat,6363,Residential,6387.75,1122019.6,RM1,COM4,37.87658859473684,-122.45675746315787
1143,NA,NA,Gable,900,Residential,,,,,37.87699376666667,-122.45669025555556
1144,NA,NA,Gable,1682,Residential,,,,,37.876957729411764,-122.45684770000001
1145,1973,3,Gable,1890,Residential,2350.0,412435.152,W1,RES1,37.87700774444445,-122.45703188888888
1146,1973,2,Hip,3177,Residential,3880.0,547287.471,RM1,RES1,37.877144253333334,-122.45679583333332
1147,1973,2,Gable,1924,Residential,2167.0,380294.385,W1,RES1,37.87728831764706,-122.45703621176472
1148,1973,2,Gable,1916,Residential,2322.0,395798.512,W1,RES1,37.87742331111111,-122.45678135555555
1149,1975,1,Flat,2170,Residential,2653.0,481656.707,W1,RES3A,37.87732482666666,-122.45377198
1150,1975,1,Flat,1637,Residential,1552.0,307086.278,W1,RES1,37.877611,-122.45397912222221
1151,1975,2,Gable,2039,Other,2467.0,409336.257,W1,RES1,37.877827499999995,-122.45415682222223
1152,1975,2,Gable,1971,Residential,789.827742,127410.946,C1,COM4,37.87786896,-122.45429802666668
1153,1973,2,Gable,2473,Residential,3167.0,472028.556,W1,RES1,37.878092663157894,-122.45447569999999
1154,1973,2,Gable,3595,Other,4220.0,578444.363,W1,RES1,37.87829209473684,-122.45462864210528
1155,NA,NA,Gable,872,Residential,,,,,37.87884746,-122.4549123
