index,erabuilt,numstories,roofshape,fpAreas,occupancy2,fparea,repaircost,constype,occupancy,Lat,Lon
0,NA,NA,Gable,998,Other,,,,,37.86730380000001,-122.42452141999999
1,NA,NA,Hip,4411,Residential,,,,,37.870170718181825,-122.42705018181817
2,NA,NA,Gable,2669,Other,,,,,37.86590688571429,-122.43521675714284
3,NA,2,Hip,8599,Residential,,,,,37.86981550909091,-122.4255108090909
4,NA,2,Hip,10802,Residential,,,,,37.869326593333334,-122.42639508666667
5,NA,1,Hip,3401,Other,,,,,37.86898024285714,-122.42598341428571
6,NA,NA,Gable,3052,Residential,,,,,37.86977383999999,-122.42505043999999
7,NA,NA,Flat,1857,Other,,,,,37.86761196,-122.42460288000002
8,NA,NA,Flat,2357,Other,,,,,37.86754524285715,-122.42431224285714
9,NA,NA,Flat,2424,Residential,,,,,37.86948814,-122.42527412
10,NA,NA,Flat,1280,Residential,,,,,37.85632764,-122.42076941999998
11,NA,NA,Gable,3018,Residential,,,,,37.867344499999994,-122.42500742
12,NA,NA,Hip,8088,,,,,,37.86243216666667,-122.4207614888889
13,NA,NA,Gable,1229,Other,,,,,37.86792304000001,-122.42563467999999
14,NA,NA,Hip,1644,,,,,,37.894170800000005,-122.49721145714287
15,NA,NA,Gable,117,Other,,,,,37.86812236,-122.43480846
16,NA,NA,Gable,244,Residential,,,,,37.86513016,-122.43581237999999
17,NA,NA,Hip,2683,Other,,,,,37.865660319999996,-122.43638188
18,NA,NA,Hip,117,Residential,,,,,37.86798278,-122.43447512
19,NA,NA,Hip,3493,Residential,,,,,37.865292,-122.43572728000001
20,NA,1,Gable,547,Residential,,,,,37.867814983333325,-122.43429450000001
21,NA,1,Hip,502,Other,,,,,37.868353985714286,-122.4347796285714
22,NA,1,Hip,737,Residential,,,,,37.868200200000004,-122.43457294
23,NA,NA,Hip,4343,,,,,,37.86525654,-122.4359923
24,NA,1,Hip,1393,Other,,,,,37.86831174,-122.43454486
25,NA,1,Hip,1706,Other,,,,,37.8677181625,-122.43420765
26,1975,4,Flat,1821,Other,2428.305,615603.55,RM1,COM6,37.87253942,-122.4521833
27,NA,1,Hip,246,Residential,,,,,37.86440308,-122.43264508
28,NA,NA,Hip,400,Residential,,,,,37.86436107777777,-122.43258557777777
29,NA,NA,Gable,4210,Residential,,,,,37.86096532222222,-122.44032496666667
30,NA,NA,Flat,697,Residential,,,,,37.86106672,-122.44090084
31,NA,NA,Gable,180,Residential,,,,,37.8612462,-122.44072077999999
32,NA,NA,Gable,1723,Residential,,,,,37.85986657777778,-122.43993268888887
33,NA,NA,Flat,2953,,,,,,37.85412344545455,-122.42057762727273
34,NA,NA,Hip,1295,,,,,,37.85451984,-122.42097844
35,NA,NA,Hip,408,,,,,,37.85324048,-122.41924528
36,NA,NA,Gable,946,,,,,,37.85509646,-122.4208498
37,NA,NA,Gable,3969,Other,,,,,37.859551339999996,-122.44318238000001
38,NA,NA,Flat,22036,Other,,,,,37.86175093076923,-122.4207542
39,NA,NA,Hip,1146,Residential,,,,,37.860874439999996,-122.42078396000002
40,NA,NA,Gable,6444,Other,,,,,37.86229402,-122.42171014
41,NA,NA,Hip,3815,Other,,,,,37.86504430666667,-122.42343121333333
42,NA,NA,Gable,21761,Residential,,,,,37.86275382222223,-122.42143132222223
43,1969,2,Gable,2014,Residential,2420.0,404926.383,W1,RES1,37.91039818181818,-122.48025125454546
44,1969,1,Gable,2728,Other,1664.0,321026.782,RM1,RES1,37.9102606,-122.48080354444443
45,1969,1,Flat,5677,Residential,5343.0,520955.323,W1,RES1,37.910975066666666,-122.48028567777777
46,1969,1,Hip,4381,,4135.0,537227.254,RM1,RES1,37.91085517692308,-122.48195770000001
47,1969,2,Gable,5933,Residential,6162.0,735591.451,W1,RES1,37.91022572999999,-122.48195089000001
48,1960,1,Gable,9912,Residential,2868.62,732098.738,C1,COM8,37.89883547142857,-122.50070978571428
49,1960,1,Flat,39522,Other,17596.0,2602961.9,RM1,COM2,37.899216290909095,-122.50020420909091
50,1960,1,Gable,1775,Other,1408.0,269380.497,W1,RES1,37.89785708,-122.48937314
51,1964,1,Flat,21722,Residential,22450.0,5165020.29,W1,RES6,37.90086590588235,-122.48083866470589
52,NA,1,Hip,410,Other,,,,,37.86917398,-122.4257896
53,NA,1,Flat,65,Other,,,,,37.868529460000005,-122.43447569999998
54,NA,1,Gable,287,Residential,,,,,37.868434380000004,-122.43449261999999
55,1973,1,Hip,10057,Other,9749.25,2471749.3,W1,COM5,37.876367625,-122.46019362499999
56,1973,1,Hip,6306,Residential,6685.75,1374592.22,C1,COM4,37.87540808000001,-122.45863948000002
57,1969,1,Gable,3375,Residential,3176.5,747693.333,RM1,COM8,37.895071663636365,-122.4973438181818
58,NA,NA,Hip,261,,,,,,37.89406998,-122.49746184
59,1969,1,Gable,1954,,1494.75,328962.199,RM1,RES4,37.8944968,-122.49730328000001
60,NA,NA,Gable,290,,,,,,37.86302322499999,-122.42162744500001
61,NA,NA,Gable,290,Residential,,,,,37.86312825,-122.42184108500003
62,NA,NA,Gable,5308,Other,,,,,37.862044960000006,-122.42240746
63,NA,NA,Gable,5354,Other,,,,,37.86158322,-122.42264392
64,NA,NA,Gable,5256,Other,,,,,37.86053436153846,-122.42218650000001
65,NA,NA,Hip,2484,Residential,,,,,37.86078727142857,-122.42254081428572
66,NA,NA,Hip,2125,,,,,,37.86072415555555,-122.42312085555558
67,NA,NA,Hip,1214,,,,,,37.86033142,-122.42261390000002
68,NA,NA,Gable,1011,,,,,,37.86015458,-122.42233592000002
69,NA,NA,Hip,1248,Residential,,,,,37.85993883333334,-122.42201428888887
70,NA,NA,Hip,2431,Residential,,,,,37.86099351428572,-122.42283911428571
71,NA,NA,Hip,2432,Other,,,,,37.86130175714286,-122.42281495714285
72,NA,NA,Hip,2411,Other,,,,,37.86258339999999,-122.42248806
73,NA,NA,Hip,355,Other,,,,,37.86278696,-122.42277626
74,NA,NA,Gable,835,Other,,,,,37.862735580000006,-122.42272972
75,NA,NA,Hip,176,Other,,,,,37.86288194,-122.42299440000002
76,NA,NA,Gable,3251,Residential,,,,,37.862968844444445,-122.42286169999998
77,NA,NA,Hip,905,Other,,,,,37.86389608,-122.42298983999999
78,NA,NA,Hip,17297,Other,,,,,37.863359744444445,-122.42290587407406
79,NA,NA,Gable,1039,Residential,,,,,37.86290544,-122.4219654
80,1971,1,Gable,12704,Residential,4830.5704,943127.149,C1,COM4,37.88261084117647,-122.45972659411764
81,NA,NA,Gable,1383,Other,,,,,37.88267288333333,-122.45999540000001
82,NA,NA,Gable,1371,Other,,,,,37.88276456,-122.45986192000001
83,NA,NA,Gable,1392,Other,,,,,37.8828577,-122.45973341999999
84,1971,1,Gable,9858,Residential,959.0,221211.581,RM1,RES1,37.88215965294118,-122.46020368235293
85,1971,1,Hip,704,Other,506.0,162239.4,W1,RES1,37.88226262,-122.46032520000001
86,NA,NA,Gable,1313,Other,,,,,37.88232668,-122.46021162
87,1964,2,Flat,2875,Residential,3769.0,536162.87,RM1,RES1,37.89238210769231,-122.48164953076925
88,1964,2,Flat,1452,Residential,3462.0,504004.595,W1,RES1,37.89059469166667,-122.48121917499999
89,1964,1,Gable,1622,Residential,1726.0,329510.14,RM1,RES1,37.89036647692308,-122.48140508461537
90,1964,1,Gable,2557,Other,2392.0,399748.919,W1,RES1,37.890945828571425,-122.4815695
91,1973,1,Flat,33604,Other,5258.25,1125745.81,W1,COM4,37.8749727625,-122.4573730125
92,1969,2,Gable,2304,Residential,3043.0,460700.619,W1,RES1,37.90706048947368,-122.48097885789474
93,1969,1,Gable,2045,Other,1495.0,300885.499,RM1,RES1,37.90729634,-122.48119331999997
94,1969,3,Gable,1815,Other,3383.0,600318.964,W1,RES1,37.907460575,-122.48143755
95,NA,NA,Gable,511,Residential,,,,,37.90767512,-122.48148072000001
96,1969,2,Gable,1786,Residential,3466.0,504436.726,W1,RES1,37.907641954545454,-122.48170850909092
97,1969,2,Gable,10500,Residential,8026.0,869504.736,RM1,RES1,37.90893818846153,-122.48107832307689
98,NA,NA,Flat,1377,,,,,,37.90953788,-122.48242616
99,NA,NA,Hip,116,,,,,,37.90947772,-122.48299416
100,1969,1,Flat,2900,,3600.0,514812.672,RM1,RES1,37.909447351612904,-122.48323956774195
101,1969,2,Flat,4872,Other,6854.0,790400.602,RM1,RES1,37.917724956521745,-122.48661650434785
102,1969,3,Hip,3089,Other,6168.0,764773.724,W1,RES1,37.91748103333333,-122.4870027047619
103,1969,3,Hip,3659,Residential,4856.0,645236.649,W1,RES1,37.917129523076916,-122.48711011923078
104,NA,NA,Gable,1491,,,,,,37.91667483333333,-122.48675903333333
105,1969,3,Flat,3016,,4105.0,585639.701,W1,RES1,37.91654877619048,-122.48695328095239
106,1969,1,Hip,6415,Residential,5632.0,549133.516,RM1,RES1,37.91402172121212,-122.48786709090908
107,1969,1,Hip,3684,Residential,4223.0,530543.27,RM1,RES1,37.913994980645164,-122.48730750645164
108,1969,2,Flat,4346,Residential,4770.0,621859.338,W1,RES1,37.91455129375,-122.48658386249998
109,1969,2,Hip,3633,Residential,4722.0,618364.072,RM1,RES1,37.914180415000004,-122.48649951000002
110,1969,2,Gable,3926,Residential,6665.86,776346.822,W1,RES1,37.91561994,-122.48658161999997
111,1975,1,Gable,2277,Residential,1245.0,274342.502,RM1,RES1,37.89917599230769,-122.50238105384614
112,1975,1,Hip,2373,Residential,1273.0,277423.232,RM1,RES1,37.899150028571434,-122.50257464285713
113,1975,1,Flat,3733,Residential,2972.0,457171.723,RM1,RES1,37.899513616666674,-122.50244545
114,1975,2,Flat,1913,Other,2719.0,430735.889,W1,RES1,37.899443692307685,-122.50273272307689
115,1975,1,Hip,3290,Residential,1958.0,357361.744,RM1,RES1,37.89933121111111,-122.50302951111108
116,1975,1,Gable,2387,Residential,1521.0,303761.95,W1,RES1,37.899822119999996,-122.50290662
117,1975,1,Flat,2059,Residential,2011.0,363053.509,W1,RES1,37.89993541111111,-122.50265526666665
118,1975,2,Gable,2155,Residential,3040.0,460419.333,W1,RES1,37.90020422727273,-122.50247692727275
119,1975,1,Flat,1904,Other,1808.0,340267.948,W1,RES1,37.90043868,-122.502241
120,1975,1,Gable,2992,Residential,2681.0,428927.55,W1,RES1,37.900528153333326,-122.50168835333332
121,1975,2,Hip,3203,Residential,3915.0,550739.868,RM1,RES1,37.900769537500004,-122.50169509375002
122,1975,1,Gable,10403,,8486.0,827405.366,RM1,RES1,37.90085226800001,-122.50290763199999
123,1975,1,Gable,2173,Residential,2269.0,389019.698,RM1,RES1,37.900764200000005,-122.5011796764706
124,1975,1,Gable,2266,Residential,2293.0,391196.862,RM1,RES1,37.90059307777777,-122.50117624444445
125,1975,1,Gable,1979,Residential,1498.0,301221.509,RM1,RES1,37.900416666666665,-122.50118645555555
126,1960,1,Hip,1762,Residential,2166.0,353004.416,RM1,RES1,37.90064465,-122.50065828333332
127,1960,1,Gable,2011,Residential,1266.0,255626.462,W1,RES1,37.900827033333336,-122.50063044444444
128,1960,1,Gable,3102,Residential,2552.0,388666.406,RM1,RES1,37.9005806,-122.50005995384616
129,1960,1,Gable,3257,Residential,2374.0,372192.022,RM1,RES1,37.900766458823526,-122.5002076764706
130,1960,1,Gable,1690,Residential,1006.0,226135.084,W1,RES1,37.90060632727272,-122.49977037272728
131,1960,1,Flat,2111,Residential,1542.0,283824.936,RM1,RES1,37.900558284615386,-122.49956098461539
132,1960,1,Flat,2881,Residential,1566.0,286206.594,W1,RES1,37.900216310000005,-122.49986668000001
133,1960,1,Gable,1770,Residential,1006.0,226135.084,RM1,RES1,37.900256119999995,-122.50009651333333
134,1960,1,Gable,1616,Residential,1006.0,226135.084,W1,RES1,37.90026358461538,-122.50028766153848
135,1960,1,Gable,1592,Residential,1006.0,226135.084,RM1,RES1,37.90030437272727,-122.50049516363637
136,1960,1,Hip,1755,Residential,1006.0,226135.084,W1,RES1,37.900352500000004,-122.50070733636363
137,1960,1,Flat,2649,Residential,1996.0,335429.403,RM1,RES1,37.90018592941177,-122.49967305294116
138,1960,1,Hip,2456,Residential,1906.0,325880.018,RM1,RES1,37.90008092000001,-122.49921276666666
139,1960,1,Hip,2832,Residential,678.172314,168129.431,W1,AGR1,37.9005207,-122.49934243846154
140,1960,1,Gable,1591,Residential,1006.0,226135.084,RM1,RES1,37.90049042727273,-122.49909594545456
141,1960,1,Gable,1962,Residential,1608.0,290503.07,RM1,RES1,37.90013119090909,-122.49945950909091
142,1960,1,Gable,1639,Residential,1006.0,226135.084,W1,RES1,37.90003220909091,-122.49901184545455
143,1960,1,Gable,1740,Residential,1006.0,226135.084,W1,RES1,37.900460741176474,-122.49863265882355
144,1960,1,Hip,1801,Residential,1006.0,226135.084,RM1,RES1,37.900807154545454,-122.49850793636364
145,1960,1,Flat,3802,Other,1534.0,283017.183,RM1,RES1,37.90082094666668,-122.49905026
146,1960,1,Gable,1644,Residential,1270.0,256048.885,RM1,RES1,37.90062343636364,-122.49856340909088
147,1960,1,Hip,1723,Residential,1006.0,226135.084,W1,RES1,37.900406618181826,-122.49888501818182
148,1960,1,Gable,2237,Residential,1896.0,324786.474,RM1,RES1,37.90035993076923,-122.49817736923079
149,1960,1,Gable,2722,Residential,1983.0,334082.58,RM1,RES1,37.90055260909091,-122.49810782727273
150,1960,1,Hip,2504,Residential,1898.0,325005.703,RM1,RES1,37.900692822222226,-122.49801754444444
151,1960,1,Gable,1636,Residential,1898.0,325005.703,RM1,RES1,37.90085430909091,-122.49788272727272
152,1960,1,Gable,1674,Residential,1006.0,226135.084,W1,RES1,37.90061557142857,-122.49755008571428
153,1960,1,Hip,1733,Residential,1006.0,226135.084,RM1,RES1,37.90047441428572,-122.49762484285715
154,1960,1,Gable,1530,Residential,1006.0,226135.084,RM1,RES1,37.90029811111111,-122.49771002222221
155,1960,1,Gable,1929,Residential,1300.0,259139.712,RM1,RES1,37.90012290000001,-122.49777821818181
156,1960,1,Hip,1834,Residential,1006.0,226135.084,RM1,RES1,37.89999139,-122.49785435999999
157,1960,1,Gable,1577,Residential,1270.0,256048.885,W1,RES1,37.89985431111111,-122.4979574
158,1960,1,Gable,1757,Residential,1006.0,226135.084,W1,RES1,37.899924827272734,-122.4983847181818
159,1960,1,Gable,2857,Residential,2212.0,357469.842,RM1,RES1,37.89999594,-122.49860292999999
160,1960,1,Gable,2802,Residential,2006.0,336490.543,RM1,RES1,37.90001078571429,-122.49882609999999
161,1960,1,Hip,4248,Residential,2234.0,359560.911,W1,RES1,37.89971991578947,-122.49918601052632
162,1960,1,Flat,2816,Other,2973.0,426453.9,RM1,RES1,37.899545725,-122.4987555
163,1960,1,Gable,2834,Residential,609.930538,129207.631,RM1,EDU1,37.89952326363636,-122.49852639090909
164,1960,1,Hip,2337,Residential,1270.0,256048.885,W1,RES1,37.89947352,-122.4981861
165,1960,1,Gable,3221,Residential,2066.0,342862.0,W1,RES1,37.899284069230774,-122.49879237692309
166,1960,1,Gable,2024,Residential,1270.0,256048.885,W1,RES1,37.89949203529413,-122.49918115882353
167,1960,1,Hip,1917,Residential,1270.0,256048.885,RM1,RES1,37.89933833333334,-122.49938896666669
168,1960,1,Gable,3261,Other,2155.0,351917.917,W1,RES1,37.899137261538456,-122.49945716923077
169,1960,1,Gable,2942,Residential,2348.0,369934.549,RM1,RES1,37.899014927272724,-122.49926810000001
170,1960,1,Gable,5670,Residential,6313.5,1006118.92,C1,RES3D,37.89858743125,-122.4986151875
171,1960,1,Gable,4586,Other,2570.5,469782.783,W1,RES3A,37.89896581875,-122.49822950000001
172,1960,1,Gable,3780,Residential,3079.0,541458.547,W1,RES3B,37.89898295,-122.49786961818182
173,1960,1,Gable,3228,Residential,3076.0,541003.079,W1,RES3B,37.899049636363635,-122.49755222727272
174,1960,1,Gable,3511,Other,3374.75,585669.763,W1,RES3B,37.89827691111111,-122.49851776666667
175,1960,1,Flat,4066,Other,3872.25,656956.95,W1,RES3B,37.89807316923078,-122.4982531923077
176,1960,1,Gable,4261,Residential,3872.25,656956.95,W1,RES3B,37.89797454444444,-122.4979124
177,1975,1,Gable,3171,Residential,1868.0,347310.222,W1,RES1,37.89967949411764,-122.50104748823527
178,1975,1,Gable,1595,Residential,1006.0,245687.175,RM1,RES1,37.899498581818186,-122.50125469999999
179,1975,1,Hip,2602,Residential,1246.0,274454.868,RM1,RES1,37.899347669230764,-122.50133939999999
180,1975,1,Hip,1902,Residential,1486.0,299871.036,W1,RES1,37.89916706153846,-122.50145809230769
181,1975,1,Gable,1854,Residential,1006.0,245687.175,W1,RES1,37.899059509090904,-122.50160570000001
182,1975,1,Gable,2386,Other,2163.0,378918.71,W1,RES1,37.89908606923076,-122.5019312153846
183,1975,1,Gable,1660,Other,1006.0,245687.175,RM1,RES1,37.89925519999999,-122.50199162999999
184,1975,1,Hip,1887,Residential,1288.0,279017.721,RM1,RES1,37.8994683,-122.50189866666665
185,1975,1,Gable,1700,Residential,1006.0,245687.175,RM1,RES1,37.89956911818182,-122.50172722727274
186,1975,1,Gable,2440,Residential,2093.0,495471.08,RM1,RES1,37.89972443846154,-122.50157460000001
187,1975,1,Gable,1683,Residential,1270.0,277099.654,RM1,RES1,37.89983258461538,-122.50146439230768
188,1975,2,Gable,3006,Residential,1370.8466,201179.548,RM1,COM4,37.89971279090909,-122.50218107272727
189,1975,1,Hip,3079,Residential,3010.0,460848.614,RM1,RES1,37.89993320714286,-122.5019935
190,1975,1,Hip,1647,Residential,1184.0,267468.237,RM1,RES1,37.90016514285714,-122.501809
191,1975,1,Gable,2449,Residential,1900.0,350954.472,W1,RES1,37.900073993333336,-122.50141772666666
192,1975,1,Gable,1812,Residential,1480.0,299189.364,W1,RES1,37.900041477777776,-122.50121753333332
193,1960,1,Hip,1860,Residential,1006.0,226135.084,W1,RES1,37.899920623076916,-122.50065216153848
194,1960,1,Gable,1555,Residential,1006.0,226135.084,RM1,RES1,37.899900714285714,-122.50042791428571
195,1960,1,Gable,2417,Residential,1986.0,334394.361,W1,RES1,37.89982320000001,-122.500224725
196,1960,1,Hip,1819,Residential,1006.0,226135.084,RM1,RES1,37.899811400000004,-122.49999160909088
197,1960,1,Gable,1637,Residential,1238.0,252601.547,RM1,RES1,37.899775777777776,-122.49975428888891
198,1960,1,Gable,1906,Residential,2118.0,348210.418,RM1,RES1,37.89972384,-122.49955260000002
199,1975,1,Gable,4971,Other,3060.0,541850.087,RM1,RES1,37.900110636,-122.50309939199998
200,1960,1,Flat,7140,Residential,1553.0,284924.275,W1,RES1,37.89769893846154,-122.49822797692309
201,1960,1,Gable,4890,Residential,1005.0,226002.844,RM1,RES1,37.89707977692307,-122.49769773846154
202,1960,1,Hip,2070,Residential,1423.0,271094.102,W1,RES1,37.90023042307692,-122.49822026923076
203,1960,1,Gable,5611,Other,5885.0,944943.416,S1,RES3C,37.89786996153846,-122.49748680769231
204,1960,2,Flat,3746,Residential,1239.14285,184768.281,C1,COM4,37.898419714285716,-122.49780188571428
205,NA,NA,Flat,3893,Residential,,,,,37.89828106,-122.49774376
206,1975,2,Flat,1316,Other,2591.6,420390.112,W1,RES1,37.90047011818182,-122.5030951818182
207,1969,2,Gable,5833,Other,5912.0,713753.622,W1,RES1,37.91826082631579,-122.48559945263158
208,NA,NA,Gable,1391,Residential,,,,,37.9182504,-122.48594700000001
209,1969,1,Hip,4868,Residential,4053.0,542775.921,W1,RES1,37.91857810869566,-122.48629070000001
210,1969,1,Hip,4074,Residential,3880.0,537199.223,RM1,RES1,37.919096913333334,-122.48634228666667
211,1968,1,Flat,2604,Other,2814.37,504306.075,W1,RES3A,37.92000992,-122.48627356000001
212,NA,NA,Gable,695,Residential,,,,,37.919823859999994,-122.48641143999998
213,1969,2,Gable,2345,,3792.0,538489.894,RM1,RES1,37.919656717647065,-122.48626759411763
214,1969,1,Hip,3380,Residential,3102.0,469523.814,W1,RES1,37.91944953846154,-122.48603453076923
215,NA,NA,Hip,710,Residential,,,,,37.91947484,-122.48584774000001
216,1969,1,Flat,3067,Other,827.105263,205052.219,RM1,COM4,37.91935347272727,-122.48564843636365
217,1969,1,Gable,4459,Other,3200.0,478411.776,RM1,RES1,37.91907135294118,-122.48557317647058
218,1969,2,Flat,2911,Residential,4447.0,597256.529,W1,RES1,37.91900340000001,-122.48507773461539
219,1969,1,Gable,3338,Residential,3189.0,477432.291,RM1,RES1,37.91866384444444,-122.48504512222222
220,1969,2,Flat,2921,Residential,3286.0,484647.639,RM1,RES1,37.918566861538466,-122.4847306307692
221,1969,2,Gable,2569,Residential,1038.67265,155930.238,W1,COM4,37.91853317777778,-122.4843139222222
222,1969,2,Flat,3497,Other,4120.0,569758.524,W1,RES1,37.91821422666667,-122.48426670666665
223,NA,NA,Gable,479,Residential,,,,,37.9186553,-122.48287484
224,1969,2,Hip,4346,Residential,5128.0,650712.21,W1,RES1,37.91850582916666,-122.48322594166666
225,1969,2,Hip,2060,Residential,3392.0,496386.191,W1,RES1,37.9186565,-122.48367129999998
226,NA,NA,Gable,922,Residential,,,,,37.918871,-122.48351008000002
227,NA,NA,Gable,582,,,,,,37.91909298,-122.48322842
228,1969,1,Hip,1702,Residential,1964.37,453967.658,C1,RES3B,37.91978801111111,-122.4851431111111
229,1969,1,Flat,3947,Other,2955.0,659789.577,S1,RES3A,37.91990615217392,-122.48537618695649
230,NA,NA,Hip,354,Other,,,,,37.920231914285715,-122.48563078571429
231,1969,2,Gable,1786,Other,3517.74,774485.668,W1,RES3A,37.92036598,-122.48535892000002
232,1969,1,Gable,1199,Residential,740.0,181181.126,W1,RES1,37.92038803636364,-122.48564631818181
233,1969,2,Hip,4680,Residential,5480.0,677093.499,W1,RES1,37.91950969024391,-122.4868256585366
234,NA,NA,Hip,818,Other,,,,,37.919652015384614,-122.48676216923076
235,1969,1,Gable,5498,Residential,4219.0,530863.468,W1,RES1,37.919759888,-122.48708846000004
236,1969,2,Hip,5221,Residential,6293.0,746764.116,RM1,RES1,37.919461092,-122.487425448
237,1969,2,Flat,4765,Residential,4090.0,567105.24,RM1,RES1,37.91908334634147,-122.48731132682924
238,1969,1,Flat,6337,Other,4183.0,533675.047,RM1,RES1,37.91871172857142,-122.48705030571426
239,1975,2,Gable,1785,Other,2488.0,411264.083,RM1,RES1,37.90165720588235,-122.4699315117647
240,1975,1,Hip,3911,Residential,3050.0,464659.875,W1,RES1,37.901388157142854,-122.46978473571427
241,1969,2,Gable,2824,Other,3199.0,474857.252,W1,RES1,37.91422494666666,-122.48029247999999
242,1969,1,Gable,2763,Other,2897.0,449754.024,RM1,RES1,37.91449108571429,-122.4803362
243,NA,NA,Hip,1099,Residential,,,,,37.91453828,-122.4800092
244,1969,1,Flat,4613,Residential,3052.0,464848.845,RM1,RES1,37.914612953333325,-122.4809185
245,1969,2,Hip,6337,Residential,6942.0,796825.989,RM1,RES1,37.91538290357143,-122.4810006642857
246,1969,2,Flat,1789,Residential,2736.0,520965.463,RM1,RES1,37.91533843076924,-122.4801828948718
247,1969,2,Hip,3048,Residential,2807.0,437530.257,RM1,RES1,37.91549790526315,-122.48047543684211
248,1969,1,Gable,2887,Residential,2495.0,410481.786,W1,RES1,37.915772149999995,-122.48044455714286
249,1969,2,Hip,4437,Residential,4888.0,631378.134,RM1,RES1,37.91595751538461,-122.48070273076925
250,1969,1,Hip,3091,Other,1824.0,342172.582,W1,RES1,37.916124676923076,-122.48082866153845
251,1969,1,Flat,3276,,3078.25,684987.53,W1,RES3A,37.91763850909091,-122.48140248181818
252,1969,1,Hip,3024,,2604.0,421495.985,W1,RES1,37.917322122222224,-122.48137152222222
253,1969,2,Hip,1320,Residential,3873.5,845414.179,W1,RES3A,37.9175443888889,-122.48193441111113
254,1969,1,Gable,2661,Residential,2312.0,392891.684,W1,RES1,37.91752563636363,-122.48276810909088
255,1969,1,Hip,3462,Residential,3158.0,474647.24,W1,RES1,37.91722244705881,-122.48238032941175
256,1969,1,Gable,2555,Residential,1869.0,347425.28,RM1,RES1,37.91702428461538,-122.48266632307694
257,1969,1,Hip,2964,Other,2144.0,377024.533,W1,RES1,37.91735646923077,-122.48299709999999
258,1969,1,Gable,2454,Residential,1454.0,296185.878,RM1,RES1,37.91749792727273,-122.48328121818182
259,1969,3,Hip,2282,Residential,3373.0,523236.504,W1,RES1,37.91656367777777,-122.4817573111111
260,NA,NA,Flat,1015,Residential,,,,,37.91641572,-122.48192927999999
261,1969,1,Flat,2169,Residential,2322.0,393773.485,RM1,RES1,37.91788752,-122.48429053999999
262,1969,1,Gable,2739,Residential,2616.0,422673.164,RM1,RES1,37.91784196923077,-122.48406891538463
263,1969,2,Flat,2392,Other,3680.0,527050.306,W1,RES1,37.917559830769235,-122.48411933846154
264,1969,1,Flat,2902,Other,1644.0,318236.913,W1,RES1,37.917116177777785,-122.48378773333336
265,1969,1,Gable,2664,Residential,1877.0,348343.016,RM1,RES1,37.916884641176466,-122.48328965882352
266,1969,1,Gable,3223,Residential,2286.0,390566.046,W1,RES1,37.91674805263159,-122.48345150526316
267,1969,2,Flat,4467,Other,4201.0,576812.81,W1,RES1,37.91648753333333,-122.48289833999999
268,1969,2,Flat,4730,Residential,5685.0,693338.347,RM1,RES1,37.91617154090909,-122.4826639136364
269,1969,2,Hip,4401,Residential,4613.0,610218.335,W1,RES1,37.917981315789476,-122.48518739999999
270,1969,2,Flat,3448,Residential,4438.0,596534.584,RM1,RES1,37.91764362,-122.48499562
271,1969,2,Hip,2536,Residential,3002.0,456826.835,RM1,RES1,37.918065975,-122.48636885625001
272,1969,2,Gable,6078,Residential,7635.0,844127.688,W1,RES1,37.91766628333334,-122.48565737916664
273,NA,NA,Gable,521,Residential,,,,,37.91749752222222,-122.48546103333335
274,1969,2,Gable,4201,Residential,6184.0,737480.766,W1,RES1,37.917267788888886,-122.48582641111109
275,1969,1,Hip,4785,Residential,4652.0,487146.17,RM1,RES1,37.91692177333333,-122.48616434666664
276,1969,1,Gable,4647,Residential,5006.0,488097.014,W1,RES1,37.91711611666667,-122.48519350833335
277,1969,1,Hip,5956,Residential,3929.0,540854.896,RM1,RES1,37.91679442580646,-122.48482891935484
278,1969,1,Gable,4902,Residential,3556.0,511063.119,RM1,RES1,37.9164422483871,-122.48572731612903
279,1969,1,Flat,4497,Residential,5299.0,516665.217,W1,RES1,37.916109553333335,-122.48496253333334
280,1969,2,Gable,3385,Residential,4001.0,559104.75,W1,RES1,37.91645996666667,-122.48403055714286
281,1969,2,Flat,5525,Residential,5147.0,652196.176,RM1,RES1,37.91586914782609,-122.4837266869565
282,1969,2,Flat,1946,Residential,2358.0,399175.995,RM1,RES1,37.91581056363637,-122.48306833636364
283,1969,1,Gable,3540,Residential,3366.0,494149.378,RM1,RES1,37.915924088888886,-122.4820214222222
284,1969,2,Flat,2880,Residential,5546.0,681778.473,RM1,RES1,37.91570052307692,-122.48229253076926
285,1969,1,Hip,4967,Other,5105.0,497749.752,W1,RES1,37.91609228518518,-122.48621164444445
286,NA,NA,Hip,681,Other,,,,,37.91594708571428,-122.48598715714284
287,1969,1,Gable,4165,Other,3425.0,499527.139,W1,RES1,37.91588572,-122.48563105199997
288,NA,NA,Gable,856,Residential,,,,,37.91581072857143,-122.4857518142857
289,1969,2,Flat,4601,Residential,5769.0,700957.965,RM1,RES1,37.91521317142856,-122.48633249999997
290,NA,NA,Hip,677,Other,,,,,37.91517094,-122.48597608
291,1969,1,Hip,4460,Other,2840.0,443973.928,RM1,RES1,37.915116819999994,-122.48525009333333
292,1969,1,Flat,3544,Residential,1812.0,340745.927,RM1,RES1,37.915434433333324,-122.48485733809522
293,1969,1,Flat,6709,Other,6105.0,595252.152,W1,RES1,37.91435843225806,-122.48575067741933
294,NA,NA,Gable,509,Residential,,,,,37.914434979999996,-122.48546630000001
